Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SaleType,SaleCondition,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y
585,50,51.0,6120,123938.77551020408,172579.09455587392,169601.1319966583,134325.20588235295,4,7,1935,1995,166931.7105263158,169270.6432748538,108743.75,116726.66666666667,0.0,123700.30172413793,156463.9871794872,0.0,170898.55865921787,884.0,884.0,989,584,1573,0.0,1,0,3,1,6,171603.08880994673,0,131189.86280487804,1935.0,1.0,240.0,0,0,54,120,0,165659.6867356538,167401.3746283449,133000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
587,30,55.0,10267,123938.77551020408,174820.80952380953,169601.1319966583,164390.43207855974,6,7,1918,2000,166931.7105263158,169270.6432748538,131540.57894736843,145034.4827586207,0.0,123700.30172413793,142770.68468468467,210.0,176540.0,0.0,816.0,838,0,838,1.0,1,0,2,1,5,171603.08880994673,0,131189.86280487804,1961.0,1.0,275.0,0,0,112,0,0,165659.6867356538,167401.3746283449,130000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
588,85,74.0,8740,136169.4492753623,172579.09455587392,169601.1319966583,143341.86666666667,5,6,1982,1982,181451.1616161616,169270.6432748538,156462.59595959596,159147.75690607735,0.0,144048.07372400755,153928.9402173913,672.0,170898.55865921787,168.0,840.0,860,0,860,1.0,1,0,2,1,4,171603.08880994673,0,131189.86280487804,1996.0,2.0,528.0,0,0,0,0,0,165659.6867356538,167401.3746283449,137000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
589,20,65.0,25095,198362.13333333333,172579.09455587392,169601.1319966583,164390.43207855974,5,8,1968,2003,155750.0,136900.0,138480.72435897434,139536.2611464968,0.0,144048.07372400755,213245.82300884955,1324.0,170898.55865921787,113.0,1437.0,1473,0,1473,2.0,1,0,1,1,5,171603.08880994673,2,181878.3426395939,1968.0,1.0,452.0,0,48,0,60,0,165659.6867356538,230574.8620689655,143000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
590,40,50.0,9100,123938.77551020408,174820.80952380953,111900.0,164390.43207855974,5,6,1930,1960,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,123700.30172413793,156463.9871794872,0.0,170898.55865921787,742.0,742.0,779,0,935,0.0,1,0,2,1,4,171603.08880994673,0,131189.86280487804,1988.0,1.0,308.0,0,0,0,0,0,165659.6867356538,167401.3746283449,79500.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
591,60,64.0,8320,193562.33333333334,172579.09455587392,169601.1319966583,197411.99431818182,7,5,2004,2004,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,213245.82300884955,490.0,170898.55865921787,280.0,770.0,770,812,1582,0.0,2,1,3,1,6,171603.08880994673,0,181878.3426395939,2004.0,2.0,520.0,0,45,0,0,0,165659.6867356538,167401.3746283449,185900.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
593,20,60.0,6600,154414.45454545456,172579.09455587392,169601.1319966583,164390.43207855974,5,8,1982,2003,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,0.0,205998.1303538175,213245.82300884955,816.0,170898.55865921787,0.0,816.0,816,0,816,1.0,1,0,2,1,4,171603.08880994673,0,131189.86280487804,1985.0,2.0,816.0,0,0,0,0,0,165659.6867356538,167401.3746283449,138000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
594,120,69.30579531442663,4435,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,6,5,2003,2003,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,170.0,205998.1303538175,213245.82300884955,685.0,170898.55865921787,163.0,848.0,848,0,848,1.0,1,0,1,1,4,171603.08880994673,0,181878.3426395939,2003.0,2.0,420.0,140,0,0,0,0,165659.6867356538,167401.3746283449,140000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
595,20,88.0,7990,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,5,6,1975,1975,181451.1616161616,169270.6432748538,156462.59595959596,159147.75690607735,0.0,144048.07372400755,156463.9871794872,0.0,170898.55865921787,924.0,924.0,924,0,924,0.0,1,0,3,1,5,171603.08880994673,0,131189.86280487804,1981.0,1.0,280.0,0,0,0,0,0,165659.6867356538,167401.3746283449,110000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
596,20,69.0,11302,250465.82352941178,172579.09455587392,169601.1319966583,164390.43207855974,8,5,2005,2006,166931.7105263158,169270.6432748538,199781.40454545454,319000.0,238.0,205998.1303538175,213245.82300884955,1422.0,170898.55865921787,392.0,1814.0,1826,0,1826,1.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,2005.0,3.0,758.0,180,75,0,120,0,232939.10714285713,230574.8620689655,319000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
597,70,60.0,3600,117921.19047619047,172579.09455587392,169601.1319966583,197411.99431818182,6,7,1910,1993,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,144048.07372400755,156463.9871794872,0.0,170898.55865921787,684.0,684.0,684,684,1368,0.0,1,0,3,1,7,171603.08880994673,0,131189.86280487804,1930.0,1.0,216.0,0,158,0,0,0,165659.6867356538,167401.3746283449,114504.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
598,120,53.0,3922,194870.88235294117,172579.09455587392,169601.1319966583,164390.43207855974,7,5,2006,2007,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,72.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,1258.0,1258.0,1402,0,1402,0.0,0,2,2,1,7,171603.08880994673,1,181878.3426395939,2006.0,3.0,648.0,120,16,0,0,0,232939.10714285713,230574.8620689655,194201.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
599,20,80.0,12984,205363.41463414635,172579.09455587392,169601.1319966583,164390.43207855974,5,6,1977,1977,166931.7105263158,169270.6432748538,163154.75294117647,156865.5,459.0,144048.07372400755,153928.9402173913,1283.0,158897.4358974359,0.0,1430.0,1647,0,1647,1.0,2,0,3,1,7,171603.08880994673,1,181878.3426395939,1977.0,2.0,621.0,0,0,0,0,0,165659.6867356538,167401.3746283449,217500.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
600,160,24.0,1950,151000.0,172579.09455587392,169601.1319966583,197411.99431818182,6,6,1980,1980,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,149490.35087719298,81.0,185583.33333333334,23.0,716.0,716,840,1556,1.0,2,1,3,1,6,171603.08880994673,1,181878.3426395939,1980.0,2.0,452.0,161,0,0,0,0,135351.38888888888,167401.3746283449,151000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
601,60,74.0,10927,270674.55319148937,172579.09455587392,169601.1319966583,197411.99431818182,8,5,2005,2005,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,280.0,205998.1303538175,213245.82300884955,546.0,170898.55865921787,512.0,1058.0,1058,846,1904,1.0,2,1,3,1,8,171603.08880994673,1,224064.828125,2003.0,2.0,736.0,179,60,0,0,0,165659.6867356538,167401.3746283449,275000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
602,50,50.0,9000,105105.28125,172579.09455587392,169601.1319966583,134325.20588235295,6,6,1937,1950,166931.7105263158,169270.6432748538,138480.72435897434,139536.2611464968,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,780.0,780.0,780,595,1375,0.0,1,1,3,1,6,171603.08880994673,1,131189.86280487804,1979.0,1.0,544.0,0,162,0,126,0,165659.6867356538,167401.3746283449,141000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
603,60,80.0,10041,180056.51923076922,172579.09455587392,169601.1319966583,197411.99431818182,8,5,1992,1992,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,0.0,205998.1303538175,213245.82300884955,789.0,170898.55865921787,119.0,908.0,927,988,1915,1.0,2,1,3,1,8,171603.08880994673,1,181878.3426395939,1992.0,2.0,506.0,120,150,0,0,0,165659.6867356538,139055.156626506,220000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
604,160,30.0,3182,218798.45833333334,172579.09455587392,169601.1319966583,197411.99431818182,7,5,2004,2005,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,205998.1303538175,156463.9871794872,0.0,170898.55865921787,600.0,600.0,600,600,1200,0.0,2,1,2,1,4,171603.08880994673,0,131189.86280487804,2004.0,2.0,480.0,0,172,0,0,0,165659.6867356538,167401.3746283449,151000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
605,20,88.0,12803,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,7,5,2002,2002,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,99.0,205998.1303538175,213245.82300884955,922.0,170898.55865921787,572.0,1494.0,1494,0,1494,1.0,2,0,3,1,6,171603.08880994673,1,181878.3426395939,2002.0,2.0,530.0,192,36,0,0,0,165659.6867356538,167401.3746283449,221000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
606,60,85.0,13600,139804.965,172579.09455587392,169601.1319966583,197411.99431818182,7,6,1965,1990,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,176.0,144048.07372400755,144354.0,454.0,170898.55865921787,314.0,768.0,1186,800,1986,0.0,2,1,3,1,7,171603.08880994673,3,181878.3426395939,1965.0,2.0,486.0,0,42,0,189,0,165659.6867356538,167401.3746283449,205000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
607,20,82.0,12464,193562.33333333334,172579.09455587392,169601.1319966583,164390.43207855974,5,5,1996,1996,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,213245.82300884955,732.0,170898.55865921787,308.0,1040.0,1040,0,1040,1.0,1,0,3,1,6,171603.08880994673,0,131189.86280487804,2000.0,2.0,576.0,168,0,0,0,0,165659.6867356538,167401.3746283449,152000.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
608,20,78.0,7800,123962.94117647059,172579.09455587392,169601.1319966583,197411.99431818182,5,8,1948,2002,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,213245.82300884955,603.0,170898.55865921787,293.0,896.0,1112,896,2008,1.0,3,0,3,1,8,171603.08880994673,0,181878.3426395939,1948.0,1.0,230.0,103,0,0,0,0,165659.6867356538,167401.3746283449,225000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
610,20,61.0,7943,136169.4492753623,141297.95588235295,169601.1319966583,164390.43207855974,4,5,1961,1961,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,192.0,144048.07372400755,142770.68468468467,903.0,170898.55865921787,126.0,1029.0,1029,0,1029,1.0,1,0,3,1,5,171603.08880994673,0,181878.3426395939,1961.0,1.0,261.0,64,0,39,0,0,165659.6867356538,167401.3746283449,118500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
611,60,69.30579531442663,11050,193562.33333333334,189522.72727272726,169601.1319966583,197411.99431818182,9,5,2000,2000,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,204.0,205998.1303538175,213245.82300884955,904.0,170898.55865921787,536.0,1440.0,1476,677,2153,1.0,2,1,3,1,8,171603.08880994673,2,181878.3426395939,2000.0,3.0,736.0,253,142,0,0,0,165659.6867356538,167401.3746283449,313000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
612,80,69.30579531442663,10395,181658.0158730159,172579.09455587392,169601.1319966583,160470.1754385965,6,6,1978,1978,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,233.0,144048.07372400755,153928.9402173913,605.0,170898.55865921787,427.0,1032.0,1032,0,1032,0.0,2,0,3,1,6,171603.08880994673,1,181878.3426395939,1978.0,2.0,564.0,0,0,0,0,0,165659.6867356538,167401.3746283449,148000.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
613,60,69.30579531442663,11885,193562.33333333334,172579.09455587392,169601.1319966583,197411.99431818182,8,5,2001,2001,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,108.0,205998.1303538175,213245.82300884955,990.0,170898.55865921787,309.0,1299.0,1299,573,1872,1.0,2,1,3,1,7,171603.08880994673,1,224064.828125,2001.0,2.0,531.0,160,122,0,0,0,165659.6867356538,167401.3746283449,261500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
614,20,70.0,8402,154414.45454545456,141297.95588235295,169601.1319966583,164390.43207855974,5,5,2007,2007,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,153928.9402173913,206.0,170898.55865921787,914.0,1120.0,1120,0,1120,0.0,1,0,3,1,6,171603.08880994673,0,181878.3426395939,1978.1134057971014,0.0,0.0,0,30,0,0,0,232939.10714285713,230574.8620689655,147000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
616,85,80.0,8800,139804.965,141297.95588235295,169601.1319966583,143341.86666666667,6,7,1963,1963,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,156.0,205998.1303538175,213245.82300884955,763.0,170898.55865921787,173.0,936.0,1054,0,1054,1.0,1,0,3,1,6,171603.08880994673,0,181878.3426395939,1963.0,2.0,480.0,120,0,0,0,0,165659.6867356538,139055.156626506,137500.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
617,60,69.30579531442663,7861,191165.9295774648,172579.09455587392,169601.1319966583,197411.99431818182,6,5,2002,2003,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,0.0,205998.1303538175,213245.82300884955,457.0,170898.55865921787,326.0,783.0,807,702,1509,1.0,2,1,3,1,7,171603.08880994673,1,181878.3426395939,2002.0,2.0,393.0,100,75,0,0,0,165659.6867356538,167401.3746283449,183200.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
618,45,59.0,7227,139804.965,117730.76923076923,169601.1319966583,110150.0,6,6,1954,1954,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,0.0,144048.07372400755,156463.9871794872,0.0,170898.55865921787,832.0,832.0,832,0,832,0.0,1,0,2,1,4,171603.08880994673,0,131189.86280487804,1962.0,2.0,528.0,0,0,0,0,0,165659.6867356538,167401.3746283449,105500.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
620,60,85.0,12244,233045.1,172579.09455587392,169601.1319966583,197411.99431818182,8,5,2003,2003,181451.1616161616,169270.6432748538,199781.40454545454,200100.54292343388,226.0,205998.1303538175,213245.82300884955,871.0,170898.55865921787,611.0,1482.0,1482,780,2262,1.0,2,1,4,1,10,171603.08880994673,2,181878.3426395939,2003.0,3.0,749.0,168,0,0,0,0,165659.6867356538,167401.3746283449,305000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
621,30,45.0,8248,123962.94117647059,172579.09455587392,169601.1319966583,164390.43207855974,3,3,1914,1950,166931.7105263158,169270.6432748538,131540.57894736843,138310.25,0.0,123700.30172413793,144354.0,41.0,170898.55865921787,823.0,864.0,864,0,864,1.0,1,0,2,1,5,171603.08880994673,0,181878.3426395939,1978.1134057971014,0.0,0.0,0,0,100,0,0,165659.6867356538,167401.3746283449,67000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
622,60,90.0,10800,181658.0158730159,172579.09455587392,169601.1319966583,197411.99431818182,6,7,1974,1997,166931.7105263158,169270.6432748538,156462.59595959596,159147.75690607735,0.0,144048.07372400755,153928.9402173913,956.0,147598.17073170733,384.0,1522.0,1548,1066,2614,0.0,2,1,4,1,9,171603.08880994673,1,181878.3426395939,1974.0,2.0,624.0,38,243,0,0,0,165659.6867356538,167401.3746283449,240000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
623,20,71.0,7064,136169.4492753623,172579.09455587392,169601.1319966583,164390.43207855974,5,6,1977,1977,166931.7105263158,169270.6432748538,163154.75294117647,156865.5,153.0,144048.07372400755,144354.0,560.0,170898.55865921787,420.0,980.0,980,0,980,0.0,1,0,3,1,6,171603.08880994673,0,131189.86280487804,1986.0,2.0,484.0,192,0,0,0,0,165659.6867356538,167401.3746283449,135000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
624,160,69.30579531442663,2117,218798.45833333334,172579.09455587392,169601.1319966583,197411.99431818182,6,5,2000,2000,166931.7105263158,169270.6432748538,145707.9375,146256.2780748663,513.0,205998.1303538175,213245.82300884955,420.0,170898.55865921787,336.0,756.0,756,756,1512,0.0,2,1,2,1,4,171603.08880994673,1,131189.86280487804,2000.0,2.0,440.0,0,32,0,0,0,165659.6867356538,167401.3746283449,168500.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
625,60,80.0,10400,181658.0158730159,172579.09455587392,169601.1319966583,197411.99431818182,6,5,1972,1972,166931.7105263158,169270.6432748538,199781.40454545454,200100.54292343388,288.0,144048.07372400755,142770.68468468467,247.0,170898.55865921787,485.0,732.0,1012,778,1790,1.0,1,2,4,1,8,144222.73333333334,1,181878.3426395939,1972.0,2.0,484.0,148,0,0,147,0,165659.6867356538,167401.3746283449,165150.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
627,20,69.30579531442663,12342,139804.965,172579.09455587392,169601.1319966583,164390.43207855974,5,5,1960,1978,181451.1616161616,169270.6432748538,138480.72435897434,139536.2611464968,0.0,144048.07372400755,156463.9871794872,0.0,170898.55865921787,978.0,978.0,1422,0,1422,0.0,1,0,3,1,6,138220.37037037036,1,181878.3426395939,1960.0,1.0,286.0,0,0,36,0,0,165659.6867356538,167401.3746283449,139900.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
628,80,80.0,9600,139804.965,172579.09455587392,169601.1319966583,160470.1754385965,6,6,1955,1972,166931.7105263158,169270.6432748538,108743.75,116726.66666666667,164.0,144048.07372400755,144354.0,674.0,158897.4358974359,350.0,1156.0,1520,0,1520,1.0,1,0,3,1,7,171603.08880994673,2,140916.2,1955.0,1.0,364.0,0,0,189,0,0,165659.6867356538,167401.3746283449,153000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
